id,comment_text,toxic,severe_toxic,obscene,threat,insult,identiti_hate
351,"""

 Leave in Greenfield, MA 350.org Event Incident 

Since there are a whole list of *future* """"positive"""" things listed, such as kids making pretty things, people on bikes with fancy armbands, and people planting trees, I thought it would not be out-of-line to list a negative event that *actually* occurred at a 350.org demonstration.  It's hard on the one hand to say that this event wasn't related to 350.org but then include all these other events that are just as related.  There are plenty of mentions of negative signs in the articles on Tea Party and 9/12 demonstrations.  Did the organizers of those events intend for those signs to be there?  No.  Are they worth mentioning?  Yes.  It's pretty notable that one of these events featured a threat to a person.  Bounties on private citizens don't go up every day.  This article is a lot like an ad, but I guess that's the intent of the most persistent Wikipedia editors. If it puts them in a positive light, it's totally relevant and notable.  If negative, it's not notable and totally tangential.  """,0,0,0,0,0,0
352,User UXIVAS is back – worth keepin' an eye on,0,0,0,0,0,0
353,"""
Hello Merbabu! Thanks for your reply. I was going to revert too to your version (I went and read the article on the Banda Islands and saw the references), but had to leave in a hurry. Thank you for you compliment on the map - I did loose some time with it! It is still a work in progress, though. I see that you are a member of WikiProject Indonesia, maybe you could help with more precise locations for the Portuguese presence in the area - actual possessions and for how long, areas of explorations, influence and commerce/trade. Exact locations are not easy to came by! As for the reason for the split into two articles, it was done by an user called . You can check all the relevant discussions (and participate!) in Talk:Portuguese Empire#An exploration = Empire? and Talk:Portuguese Empire#Anachronous map of the Portuguese Empire (1415-1999). Please do! Cheers!  """,0,0,0,0,0,0
354,"A page you started has been reviewed! 

Thanks for creating Greater Than Fire, KevinJDrieberg! 

Wikipedia editor  just reviewed your page, and wrote this note for you:

Greater Than Fire is up for deletion. Do you know what to do?

To reply, leave a comment on I dream of horses's  talk page.

Learn more about page curation.",0,0,0,0,0,0
355,"""

Caucasoid

Is it really necessary to mention that some Uyghurs are fair-skinned and have Caucasoid traits? It sounds a bit like Nazi """"science"""" to me... Luis Rib

Well, they do have such traits. You can phrase it a bit differently if you like.  ]] 02:24, Oct 4, 2004 (UTC)

It wouldn't be necessary if we lived in a world in which race (whether considered a real or constructed category) was irrelevant. Unfortunately, that's not the case. The ethnic characteristics of Uyghurs play an important role in discussions of the relationship between Uyghurs and Han Chinese and thus how """"Chinese"""" Xinjiang is or should be. In order to understand the politics of Uyghur/Chinese relations, it's important to know that these characteristics are commonly discussed.  20:20, 2 February 2006 
(UTC)

Why Caucasoid traits? These traits are probably more Semitic than Caucasoid. 86.166.123.12  

The more we try to parse this issue the thornier it gets. Read the Caucasian race entry in Wikipedia and see if you can find any way to separate Semitic from Caucasoid. The entire concept of race is in dispute, and regardless of how people ordinarily discuss differences, an encyclopedia ought to try to avoid such uninformed hypotheses in its entries. It might be better to describe, for example, a people as having blue eyes and fair skin and lacking the epicanthic fold, as well as being largely Muslim, than to try to categorize them by """"race,"""" and so I'd agree that dropping """"Caucasoid"""" would be smart. After all, much of the European population has at least some Mongolian ancestry, as do Iranians, Turks, Central Asians, and so on - and Uyghurs are certainly included in this distribution regardless of their """"Caucasoid traits."""" And if you go back far enough, I suppose the entire world population has African ancestry. You can see how this can become like an argument about how many angels can dance on the head of a pin, and has no place in an encyclopedia that is trying to be authoritative and factual.  

""",0,0,0,0,0,0
356,"""

 How is the article """"promoting or advertising"""" Jones' theories? Is it not merely stating his own observations, and also information known to be factual?  """,0,0,0,0,0,0
357,he did to Weekly Jump,0,0,0,0,0,0
358,"Taxonomic error  
Mr. Shyamal, who is written in the articles of Rognes is an enormous stupidity.  Because in the monograph of Senior-White, Aubertin & Smart, 1940, Diptera, vol. VI, Family Calliphoridae - Fauna of British India  83, it is mentioned:  
 « Bengalia R.D., Myodaiores, p. 425, 1830 / Genotype, B. labiata R.D. ». 

This fact is confirmed per much author, among the large specialists of the world Kurahashi, Benjaphong & Omar (1997:39), Yu. Verves (2005:238).  

Burmanos",0,0,0,0,0,0
359,"So, you're saying place signs were using C for place names with the sound /ʃ/? Or were you saying you only saw the signs with the letter C (without hearing how names are pronounced -you only said you saw C earlier)?/ ⁽ᵗᵃˡᵏ⁾",0,0,0,0,0,0
360,"Naughty Sockpuppet
Very naughty indeed. I suggest you get a clue, so to speak. -BC aka",1,0,0,0,0,0
361,"Shit 

keep your sorry ass shit post off my page",1,0,1,0,1,0
362,hey queer boy stop messing with my edits.,1,0,0,0,0,0
363,He wouldn't have to if he weren't so goddamn crazy! 66.68.86.111,1,0,0,0,0,0
364,get lost you scum,1,0,1,0,1,0
365,"OH DEAR OH DEAR, HOW FUKIN SAD. I WILL REGRET THIS FOR THE REST OF MY LIFE!!",0,0,1,0,0,0
366,"You filthy, stinking crow! 

I am back! Dirty crow! You better delete (or if not, support the deletion) of all photos of human private parts, you feces-gorging filthy mongrel. Are you a hog? You want to lick anuses overflowing with feces. DIRTY HOG! -",1,1,1,0,1,0
367,"You suck bitch 

O'DOYLE RULES!",1,1,1,0,1,0
368,shut up you piece of crap,1,0,0,0,1,0
369,you piece of crap,1,0,0,0,1,0
370,Death to Musulmans!,1,1,0,1,1,1
371,you relational piece of crap,1,0,0,0,1,1
372,"""
Blocked indef.  —  • Talk •  """,0,0,0,0,0,0
373,"""

 ha I thought you knew it was me!   i guess logging in would make it more clear, though its not tantamount to brave public speech if i use a name like limpdaddy.  anyway, i was not gaming you into 3R block and got one myself after reverting bigdaddys """"clarification"""".    thanks for the colon advice, I thought there would be someway to do it once per edit.
 about reverts, not every revert is POV, but for nearly every post/revert  pair there will be one party that sees the action as POV.   if you're looking for them they are easy to find.
 re: your editing history, if i'm not mistaken, you continued to remove references to bill maher making jokes about their sexual relations, but leave those about their being """"friends"""".""",0,0,0,0,0,0
374,"""==DJ Sammy==
Can I please suggest you read Wikipedia:Five pillars before proceeding further.  You need to understand that Wikipedia is an encyclopedia - NOT a fan site, blog or a """"We love Sammy"""" exercise. You are in real danger of having all your edits reverted if you do not comply with some of Wikipedia's basic philosophies.  Perhaps the easiest to understand is that this is not the place to put your personal viewpoints (See Wikipedia:Neutral point of view), and that edits are expected to include a cited source (see Wikipedia:Verifiability).  Thank you,

  """,0,0,0,0,0,0
375,(I've already discussed WarriorsPride6565 here and elsewhere.),0,0,0,0,0,0
376,The word Knave is synonmyous with Jack or Journeyman.,0,0,0,0,0,0
377,I went ahead and shortened the stuff on abortion and euthanasia.,0,0,0,0,0,0
378,""", 28 July 2008 (UTC)

I quote from WP:NPOV""""None of the views should be given undue weight or asserted as being judged as """"the truth"""", in order that the various significant published viewpoints are made accessible to the reader, not just the most popular one. It should also not be asserted that the most popular view, or some sort of intermediate view among the different views, is the correct one to the extent that other views are mentioned only pejoratively. Readers should be allowed to form their own opinions.""""

Well it is fairly obvious that there is a different viewpoint than from the official story.. and quickly it is growing to not be a minority. If you looked there is not so many hundreds of """"conspiracy theories"""" anymore.. There has been research done and then there's plain facts that help bring this POV to light. It is simply amazing that in world history, no steel structure building has succumbed to fire. Yet we have 3 buildings destruct in virtually freefall in their own footprint due to """"Fire"""". It does not take a rocket scientist to figure out that something is wrong there. Why are you admins collectively avoiding such reality?
  07:53""",0,0,0,0,0,0
379,"HELLO AGAIN 

im glad you are here on wikipedia, gives me something to do. i really enjoy doing this, o by the way you should recomend wikipedia to unblock my friends,   cattygirl, spicymomma, numbered69, pharmacyboy. i know they would really appreciate it, you will too, i know it, otherwise there are other measures that we can take if it does not happen. And by the way recomend would mean unblock them ASAT, as soon as tommorow. hope that is clear enough for you, it best be done soon. hope school goes good for you, i have seen you in school a couple of times so just watch your back. things can go wrong when someone knows who you are but you dont know who they are. watch out please, i wouldnt want to have to do something because of something stupid you did. take care raise that grade up and you will hear from me again. o and feel really free to express yourself on my pages, i would love to hear from you. 
poppylocks",0,0,0,0,0,0
380,"Actually, Paul was sued in 2007 for using the Jefferson Starship name for a Microsfot Commercial by Bill Thompson (the manager of the old band) so at least one person involved previously didn't think it was the same band.  Also, the Jeff Tamarkin book, about the only definitive book about all the Airplane / Starship incarnations published so far, does not consider the 1992 incarnation as the same band.",0,0,0,0,0,0
381,"""

 HAPPY FIRST EDIT DAY! from the BIRTHDAYCOMMITTEE 

Wishing  a very Happy First Edit Day!

Have a fantastic day!

From the Wikipedia Birthday Committee
  """,0,0,0,0,0,0
382,"where is his bio ? wife, 3 kids, sis, mom, dad ?  

How come his bio doesnt mention his wife, 3 kid, sis mom or dad? That info goes in bio right? 70.108.92.126",0,0,0,0,0,0
383,"""Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Where to ask a question, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!  BE GOOD! plane 

 Your POV 

Dear Nlitement,
Unfortunately your point of view is not correct. I won't say it is hypocrisy though, it might be rude... 
I am not, but you are, comparing these two incidents... What I am saying is in these two cases Europian has different standards. I cannot see what is hard for you to see in this? By the way I am not supporting what has happened in some muslim countries. That is wrong too. I do not have double standars...  

 AfD for Firearms (computer game) 

Please consider removing your AfD request for the firearms computer game. It's a highly notable mod: It won PC Gamer's mod of the year, was released on CD from valve, and at one point in time was the #3 most played halflife mod (before DoD came out, and that pushed it back to #4). It's been around for years. I notice from your user page you state you are only 13 years old. Firearms would have been largely before your time. Please see forums.worldatwarmod.com and check the Firearms section for evidence of notability. Thanks.  SWATJester  Ready  Aim  Fire! 

 Wikipedia:Articles for deletion/True Combat: Elite 
As per your comments here, it's obvious you flooded AfD with several mod articles as retaliation for your article being nominated. This is unnacceptable behavior, and if you continue to show such aggression, you may be blocked in the future.  
Call it what you want, the fact is you basically admit to doing it to prove a point in SEVERAL places. Whatever your reasoning for it is, the plain fact is that its against wikipedia policy, no matter how you sugercoat it.  
 Hi 
I would like to ask one person who voted on True Combat: Elite deleting. Do you even play games? Have you even heard about the mod? Have you checked anything about it? Have you seen my phat and big comment where I mentioned a lot of obvious reasons for notability. You don't have to answer. I know the answer.  [talk] 
Since I voted, further evidence of notability has been added so I have changed to a keep vote.  

On the same subject, the article was kept per the afd, but you might want to establish the notability further on the article itself (by including some references to it on notable sites etc.) so that someone else won't just nominate it again in a few weeks. Thanks. -  

Grand Theft Auto 3+ font
Hi, I read over your edit summary on the Grand Theft Auto IV page. I think I know what font you were talking. It is the """"Pricedown"""" TrueType font by Ray Larabie, right? They're the same because Ray Larabie is a former employee of Take-Two Games/Rockstar Games. I have the font and tried to recreate the Grand Theft Auto logo. ;-P  
 Thank you f",0,0,0,0,0,0
384,"Hello there, I haven't contacted any other users, but I think this is how I supposed to do it; correct me if wrong. I got Jounin from the Japanese version of Naruto. Jounin is the official spelling.",0,0,0,0,0,0
385,"So, how are WE interpreting it? Your response above is just that, YOUR response. It doesn't solve the problem that the hyperlink in the article takes us to the disambiguation page, which could lead readers anywhere. Your opinion is helpful, but what does the rest of our editorship think?",0,0,0,0,0,0
386,"""

 Template talk:Campaignbox Chinese Civil War 

I just noticed the talk page today. I replied to it, and please correct me if I'm wrong. AQu01rius ( | Talk | Websites)  """,0,0,0,0,0,0
387,"""

 Caspian, I am not about to get into yet another drawn out argument with you. Show me an unbiased citation proving (not alleging) who ordered the killing please. I have no desire to distort facts. On a side note, I would be happy if we could remain civil even when we disagree about an edit, please don't say things such as """"here is not a right place for you"""" in relation to my editing of wikipedia, there is no need for such a comment, the only possible outcome is that it will cause offence. thanks friend,   """,0,0,0,0,0,0
388,"Ellery (duo)
I have added my reasons for this entry using guidelines from Wikipedia:Notability (music) - see Talk:Ellery (duo)",0,0,0,0,0,0
389,"Image copyright problem with Image:Fir on Trail.JPG
Thanks for uploading Image:Fir on Trail.JPG. However, the image may soon be deleted unless we can determine the copyright holder and copyright status. The Wikimedia Foundation is very careful about the images included in Wikipedia because of copyright law (see Wikipedia's Copyright policy).

The copyright holder is usually the creator, the creator's employer, or the last person who was transferred ownership rights. Copyright information on images is signified using copyright templates. The three basic license types on Wikipedia are open content, public domain, and fair use. Find the appropriate template in Wikipedia:Image copyright tags and place it on the image page like this: {{TemplateName}}. If you have not already done so, please also include the source of the image. In many cases this will be the website where you found it.

Please specify the copyright information and source on any other images you have uploaded or will upload. Remember that images without this important information can be deleted by an administrator. If you have any questions, feel free to contact me, or ask them at the Media copyright questions page. Thank you. ''''''",0,0,0,0,0,0
390,"""
 ... and well, it's not like """"your propaganda"""" will be enough, but a few tens of people like you, self confident, with access to the new media, and constantly repeating the mantra, can make it...""",0,0,0,0,0,0
391,"""
It should be named as """"Navarre"""", the English term is Navarre, not """"Navarra"""". 80.58.205.42  """,0,0,0,0,0,0
392,"It was in response to a question that I asked in replying to a post by AFD hero.  Although I did not ask the question specifically of Slowart I would have thought that just providing an asked-for diff was pretty much what Arbcom had in mind when they allowed the banned editors to respond.  If you are now interpreting things more strictly that is fine with me. 

You might like to look at the link yourself and see if you can work out exactly who suggested 'Tree shaping' and on what basis.",0,0,0,0,0,0
393,"""
To be quite clear, I wasn't purporting 'good faith' to be the rationale for the blocks.  Instead, it describes the rationale for the edits.   """,0,0,0,0,0,0
394,"1 Nephi 11:13, 1 Nephi 12:23, 1 Nephi 13:15, 2 Nephi 5:21, Alma 3:6, Mormon 5:15,",0,0,0,0,0,0
395,"""
 Your submission at AfC Chansonetta Stanley Emmons was accepted 
 Chansonetta Stanley Emmons, which you submitted to Articles for creation, has been created. 
You are more than welcome to continue making quality contributions to Wikipedia. .
 If you have any questions, you are welcome to ask at the help desk.
 If you would like to help us improve this process, please consider .
Thank you for helping improve Wikipedia!
  """,0,0,0,0,0,0
396,"January 2008 (UTC)
I am simply pointing out the areas upon which serious discussions are based and the policy prohibiting voting. I am also not the only user saying that different policy is not being met by the arguments.  00:37, 5",0,0,0,0,0,0
397,Why don't you do it? 24.68.148.215,0,0,0,0,0,0
398,"Peer Review 

While a peer review would help, I doubt that the article would pass a GAN. It simply isn't there yet. The unsourced information would definitely be pointed out. I think a more appropriate move would to get it listed into the proper projects and then have it assessed. Then, after that. I think a GAN would be a wonderful move.  Speak Page",0,0,0,0,0,0
399,I understood the articles to be newspaper reports and as I didn't see them on the page I simply added a very neutral informative sentence. As far as I can see you are not disputing the sentence so why on earth are you hassling me here? You appear to be assuming bad faith where none exists and your comments as such appear to be a direct attack on me. Please leave it there!,0,0,0,0,0,0
400,But nobody heard her say that word.,0,0,0,0,0,0
401,"YES. I understand.

YES, YES, YES",0,0,0,0,0,0
402,"""
Blocked indef.  —  • Talk •  """,0,0,0,0,0,0
403,Yeah why dont you do the world a favor and pull your lip over your head... and swallow,1,0,0,0,0,0
404,"hi,idiot, why are you delate my talking, just come out say",1,0,0,0,1,0
405,"FUCK YOU 

BARACK OBAMA IS A MUSLIM, HE SUCKS ASS!!!!!!!!! (  )",1,1,1,0,1,1
406,politician are just bi scammers trying to steal our money,1,0,0,0,1,1
407,the real piece of shit are politicians,1,0,0,0,1,1
408,kiss my ass you limp dick loser,1,1,1,0,1,0
409,asshole,1,1,1,0,1,0
410,you are an asshole,1,1,1,0,1,0
411,"YOU STILL SUCK 

What did you do, report me?  I don't care.  Do it again.  Get me blocked.  I want to be blocked.  I hate you.  Get a life.",1,0,0,0,1,0
412,you suck your life also sucks,1,0,0,0,1,0
413,"You're a twat and a Jew, have a nice day!",1,0,1,0,1,0
414,She looks younger than she actually is,0,0,0,0,0,0
415,What adjective would you use to describe their elimination then?,0,0,0,0,0,0
416,"""POSTED FROM MARYLAND TALK PAGE WITH ACKNOWLEDGEMENT FROM Thisisbossi

I'm getting the sense of a double standard for Maryland here. Why is Maryland the focus of this brigade when other state intros are equivalent? I’ve avoided posting in these discussions because it seems you guys are reluctant to seeing the truth and now I have to write a book to get my point across. Even still you will believe what you want to because of personal preference or you don’t “feel it belongs”. Most of all I’m sure you could care less about the state itself otherwise you wouldn’t object. But you want an answer so here it is...

If you think the intro to the Maryland page needs a rework then you have your work cut out for you because you’re going to have to change just about every other state. Case in point, this is the last paragraph from the Commonwealth of Virginia intro, 

 """"Virginia is known as the """"Mother of Presidents"""", because it is the birthplace of eight U.S. presidents (George Washington, Thomas Jefferson, James Madison, James Monroe, William Henry Harrison, John Tyler, Zachary Taylor, and Woodrow Wilson), more than any other state. Most of the United States' early presidents were from the state. Virginia has also been known as the """"Mother of States"""", because portions of the original Colony subsequently became Kentucky, Indiana, Illinois, and West Virginia as well as some portions of Ohio.""""

How is that anymore relevant than proclaiming """"Maryland donated the land for Washington, D.C.""""? Doesn't talk about presidents from decades past and ceding portions of land belong in the History section according to you?

Not convinced? Here’s part of the intro from the State of Wisconsin, this should put your economic fears to rest,

Wisconsin's rural economy was originally based farming (especially dairy), mining, and lumbering. In the 20th century tourism became important, and many people living on former farms commuted to jobs elsewhere. Large-scale industrialization began in the late 19th century in the southeast of the state, with the city of Milwaukee as its major center. In recent decades, service industries, especially medicine and education, have become dominant. Wisconsin's landscape, largely shaped by the Wisconsin glaciation of the last Ice Age, makes the state popular for both tourism and many forms of outdoor recreation.

In previous version they were proclaiming fur trade!!! But it's a sin to proclaim the life sciences which has become the foremost important industry in Maryland right now?

Didn’t get the message? Try the Commonwealth of Massachusetts,

During the 19th century, Massachusetts transformed itself from a mainly agricultural economy to a manufacturing one, making use of its many rivers for power to operate factories for shoes, furniture, and clothing. Its economy declined in the early twentieth century when industry moved south in search of cheaper labor. A revitalization came in the 1970s when, nourished by the graduates of the area's many elite institutions of higher education, the Boston suburbs (particularly those around Route 128) became home to dozens of high-technology companies. Massachusetts' colleges and universities, as well as its technology sectors, continue to thrive.

The state is also considered a haven for progressive, liberal thought and often sends political candidates to the national scene, however, the four most recent presidential aspirants, Ted Kennedy, Michael Dukakis, Paul Tsongas, and John Kerry, were all unsuccessful. . Massachusetts was the home state of US Presidents John Adams, John Quincy Adams, Calvin Coolidge, and John F. Kennedy, and the birth state of George H. W. Bush.
As of 2006, Massachusetts is the only state in the union to legalize marriage of gay and lesbian couples.

Must I continue? It should be clear by now.

  said

My version was hardly all about geography: it had a sentence touching upon its Civil War history as well as some information on its population and economy.

This is what you left posted in the intro

 """"Maryland (IPA: [ˈmæ.ɹɪ.lənd]), nicknamed the Old Line State and the Free State, is located along the East Coast of the US. Historically a border state, it exhibits characteristics of both the Northern and Southern regions of the United States. Consequently, it can be considered both a Mid-Atlantic state and a South-Atlantic state.
'''''Maryland comprises a mountainous western panhandle, a fertile coastal plain, and a central region. Chesapeake Bay is largely within the confines of the state. The broad central region includes a stretch of the eastern Megalopolis: an entirely metropolitan r",0,0,0,0,0,0
417,"Launch Date 

No where in the article does it mention when Stumble Upon was founded. The home page says copyright 2001 - 2008. I believe this information is relevant and should be added to the page. I, however, cannot find a more concrete date as to when the software went public. -76.16.200.83",0,0,0,0,0,0
418,thats my info not you guys if it is then i wouldnt have made so you cant steal anythign that i have for info get you own i will sue every oen of you for fraud and stealing,0,0,0,0,0,0
419,"Hibiscus Leave's 

I Have a Very Big Hybiscus Tree. When we moved in, it was riddled with bug's and disease, so i cut it right back and treated it. it is growing back well. how ever it now seem's that it has a different problem. It look's like the leave's have pimple's (White Risen dot's)and still hasn't flowered. Can some one please help me. (N.Hough)",0,0,0,0,0,0
420,"Suggestion 

Hello - I noticed your edits to EMF-related articles, which were brought up on the adminstrators' noticeboard. I don't disagree with the core of your assertions, nor with the need to present prevailing scientific opinion as such and minority views as minority views. However, your approach is raising some hackles. I'd suggest discussing your concerns further on the article talk pages and trying to reach some sort of consensus about how to better present the mainstream view of EMF-related health issues. Tirades, however justified they may feel, are counterproductive in the long run. Although it often doesn't feel like it, reasonableness will eventually win out here if you're able to cool off and explain your position calmly. Making rapid-fire edits to the pages in question while a controversy is unsettled on the talk page is not a good idea. If you're deeply concerned about the current version, you can tag it with {{POV}} or {{TotallyDisputed}} until the issue is resolved on the talk page - this is not ideal, but preferable to an edit war. '''''' Talk",0,0,0,0,0,0
421,"I agree, the introduction is biased and low quality. The English is broken too.",0,0,0,0,0,0
422,"Check the map on the right, or here, or here...",0,0,0,0,0,0
423,"Question 

How can I nominate an article for deletion?",0,0,0,0,0,0
424,"Military of Albania 

Naclardo it is clear that you have no knowledge when it come to the military of Albania or Albania in general i see you have something against the Albanian people so you like to vandalize the articles, first you are using a old source which I disagree with but since you want to use it then you are going to quote it correctly your source says that Albania operates 375 tanks then that is what you will put not 79 as you states which is a made up figure by you that does not match your source non of your figures match their sources, also you are not allowed to move the disputed banner I have every right to put it there and you or no one is allowed to remove it until the depute is resolved, you’re a newbie so I can see you are not very familiar so here is something you can read to help you get familiarized with wikipedia.

Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and ask your question there. Again, welcome! 
No one seemed to have welcomed you. Only picking fights with you 
 you are a newbie, hence be patient and don’t give up eventually you will learn everything you need to be a good editor",0,0,0,0,0,0
425,"Joseph Meyerhoff ‎  

Hi, I reverted your edits to Joseph Meyerhoff, because you in fact created a new article after the current one. Could you, please, embed the information you have into the current article? Thanks.",0,0,0,0,0,0
426,"""

I believe that the Clean Air Act trial is deserving of a separate section, given the potential enormous exposure that BP has and the fact that this trial will be ongoing, generating headlines, through next year. Some editors have stated in edit summaries that this paragraph is """"soapboxing,"""" but I don't think that it is. The trial, which has received extensive cover in the media, deals with issues for which BP has already pleaded guilty, and faces fine of up to $20 billion. The presence of other articles is immaterial. This is a very serious trial, and it behooves us to mention it to readers, and state what is at stake. Failure to do so would be a serious NPOV violation, as is the fact that the legal jeopardy that BP faces is not mentioned in the article thanks to the recent edits, an I have so tagged the article.

On the figure, the BP Corporate editor monitoring the article on the talk page here has indicated that other sourcing states that the actual figure of BP's exposure from this trial is really $17 billion, not $ 20 billion. If that can be verified, the figure can be adjusted, but first we need to deal with whether we are going to deal with this in the article at all. Right now we are in the extraordinary position of an article on BP not stating that the U.S. Justice Department is seeking maximal penalties in the billions concerning an issue in which BP has already pleaded guilty to criminal charges.   """,0,0,0,0,0,0
427,"Fun 

Beowulf is an exciting story to read and I really enjoyed it.
JN",0,0,0,0,0,0
428,"Occupation for a short period of time is still occupation. It need not be permanent. Status of British forces in Germany changed over time but initially it was occupation forces, and this fact should be reflected by the suitable category. British military forces were stationed in Germany from 1945, while West Germany joined NATO only in 1955. This is whole lot of time. And British forces in British occupation zone were not within American, French or Soviet command structure, they only had liaison missions with allies.  
As you may notice, I'm not doing any reverts in Falklands war article, which is really somewhat controversial.",0,0,0,0,0,0
429,"Alex Aydlett-Conquest, Lacey Boatright-Famine, Sean McWilliams-War, and Drew Aydlett-Death, are the horsemen of the apocalypse",0,0,0,0,0,0
430,"i don't mind if you temporarily/indefinately remove the outpsyjah page as long as i can still access it. i understand that you require further source material to justify its existence. i only persevered so far with its inclusion as it is of importance to me, and in context, a notable feat musically, though i can see that under wikipedia's discretion it requires a more substantial list of references.",0,0,0,0,0,0
431,"""
Talkback

 WrestleMania XXVIII The Undertaker 20–0 """,0,0,0,0,0,0
432,"Nationalists 

I call them Serbo-nationalists because that is what they are: Tone, Dab, the lot of them. They are hardly Albanian nationalosts are they and they definately are not neutral. And if the arbitary comittee gets tought with me, let it get tough with them and their propaganda.",0,0,0,0,0,0
433,"April 2009 (UTC)
 But you seemed so definite when you proclaimed that no New Zealander would call Gloaming a NZ horse. Yet you did just that. Seems to me you are rather flexible in your viewpoints, and more than happy to change them should it suit you. There’s a word for that sort of thing, but I won’t use it as I’d very likely be blocked again. The rest of what you say is drivel, as is usual for you. Where was Sam Neil born? Where was Anna Paquin born? Where was Roger Donaldson born? Where was Bruno Lawrence born? Where was Keisha Castle Hughes born?   20:49, 27",0,0,0,0,0,0
434,"""

I copy this from comfort women pages. It contains many references.

Why Korean comfort women during Korean War and why Korean collaborators? Because it is true. It all happened and it was all discuss probably before you were born. So we look to the academics and newspapers for reference.

From, The Construction of US Camptown Prostitution in South Korea: Transformation and Resistance by Lee, Na Young, 2006
 
'The term “comfort women” (wianbu) to refer to military prostitutes serving American soldiers signals the widespread acceptance of camptown prostitution as an inevitable means to entertain foreign soldiers. This term was commonly used in newspaper articles throughout the 1950s along with such phrases as “prostitutes catering to UN soldiers” and terms like yanggongju (Western princesses), or “UN madams” (woman getting a livelihood by serving UN soldiers).129 This usage continued during the 1960s and 1970s when camptown prostitution became more differentiated from non-U.S. military prostitution.  The Korean government’s policy on prostitution reflected its public’s perspectives on prostitution, which was, in the decades after the war, regarded as a necessary means to feed Korea’s impoverished population.'

The Chosun Ilbo or Daily News is major newspapers in South Korea 2,200,000 readers. Examples given are in Chosun Ilbo 23 August, 1960, it mentions, """"In Pup’yLng, some 150 'comfort women dealing with American troops'. Similar reports using the words """"comfort women"""" are: KyLnghyang Ilbo, 11/25/1955; Chosun ilbo, 11/08/1957; Chosun ilbo, 8/23/1960; Chosun ilbo, 12/03/1963. A “Comfort Women’s demonstration” is also reported in 1966. 

In the mid- to late-1960s, there were numerous articles in Chosun ilbo reporting crimes committed against camptown prostitutes by American soldiers that continued to used the term 'comfort women'. Korea college girls recruited for the Nangnang Club were also viewed as """"yanggongju"""" or comfort women (Seoul Sinmun 26 July, 1952; 10 October, 1953). Post-war military brothels were still known as comfort stations and the system based on the Japanese one.

In 1958, the Chosun ilbo also accounts for the number of women involved as 300,000. The women who served “one American husband” were called “yangbuin” (Western madam) instead of the usual """"yanggalbo"""" (western whore) who were generally treated by Korean society as “non-human beings”. Generally, the Yanggongju have been ignored in official Korean histories as a national shame until recent. 

Song-gun Chong in 1967 wrote, 3,000 so-called “comfort women” registered with the  Health Section of the Military and the Military Police Corps of the U.S. Army (“Current Situations of Korean Prostitutes and Countermeasures.” Pophak-nonchong 8:65-87.) 

You can download the main reference at http://www.lib.umd.edu/drum/bitstream/1903/4162/1/umi-umd-3959.pdf

References also arise in Yi, Imha. 2004a. The Korean War and Gende (Hankuk Chonjaengkwa Jaendo). Seoul: Sohaemunjip.

Have you seen The Women Outside: Korean Women and the U.S. Military. Directors J.T. Takagi and Hye Jung Park. 1995. 60 minutes. VHS?

Many of Korean women were also forced, tricked, financial compromised or even kidnapped into sexual slavery for American troops in South Korea. As example, the documentary features Yang Hyang Kim, who """"applied for a job in what she thought was a coffee house, only to be sold to a brothel outside Camp Stanley"""".

Same as Japanese Imperialists before them. They both documents how the Korean and American governments were involved, how Korean officials portrayed the women as “personal ambassadors” fulling their patriotic duty to nation by sexually servicing soldiers. The rape and murder of women by the pimps and the soldiers.

It says. """"Drawing upon interviews and testimonies, emphasize that many of the women who """"serve"""" the US military as so-called voluntary sex workers were in fact recruited in the same brutal ways as were their earlier counterparts in Japan's 'comfort system', that is, through coercion, trickery, and even force - because both Korean and American governmental interests have viewed men's access to female bodies for R & R as so crucial to military morale.""""

 Priorend  —Preceding unsigned comment added by  (talk • contribs)  """,0,0,0,0,0,0
435,"By the way, please join my Royal Militia. details are on my userpage.",0,0,0,0,0,0
436,"You are wrong my friend. As anyone can see the first and the second as well as the third edit were not the same. I put new information, because you are the one who keeps deleting sourced parts. So I ask admin to block Osli, for nationalistic actions, removing international sources (ICTY judgement) in order to minimize genocide commited by Serbs in Srebrenica. Regards.",0,0,0,0,0,0
437,""" My talk 

Happy Labor Day!
Dear colleague, I just want to wish you a happy, hopefully, extended holiday weekend and nice end to summer!  Your friend, My talk """,0,0,0,0,0,0
438,"Curly Headed Doctor
If it's legally legit, can you add the picture from here to Curly Headed Doctor. Thanks.",0,0,0,0,0,0
